,Song Name,Mean Streams,Total Streams,Stream Count,Mean Duration,Total Duration,First Quarter,Last Quarter
22701,Manifeste,553399.8235294118,18815594,34,442249.0,15036466,2021Q4,2021Q4
22702,Manifesto,91349.77611940299,6120435,67,194258.0,13015286,2017Q4,2017Q4
22703,Manike Mage Hithe,326864.0130718954,50010194,153,162772.0,24904116,2021Q3,2021Q4
22704,Manila,46961.666666666664,422655,9,144621.0,1301589,2021Q4,2021Q4
22705,Maniqui,12493.283582089553,837050,67,176976.0,11857392,2018Q4,2018Q4
22706,Manjha,192494.0,1732446,9,191647.0,1724823,2020Q3,2020Q3
22707,Mankhalik Matkhalini,13575.4,203631,15,211127.0,3166905,2021Q3,2021Q4
22708,Manma Emotion Jaage,15190.5,60762,4,209411.0,837644,2016Q1,2016Q1
22709,Mann Bharrya,120216.0,360648,3,276521.0,829563,2019Q4,2019Q4
22710,"Mann Bharryaa 2.0 (From ""Shershaah"")",1900431.88,142532391,75,266005.0,19950375,2021Q3,2021Q4
22711,"Mann Mera (From ""Table No. 21"")",523143.92424242425,34527499,66,198125.0,13076250,2021Q3,2021Q4
22712,Mannen i den vita hatten (16 år senare),159675.0,638700,4,398066.0,1592264,2016Q4,2016Q4
22713,Mannschaft (feat. Freeze Corleone),271916.76470588235,4622585,17,227146.0,3861482,2021Q3,2021Q4
22714,Mano Nemylimas Kaimyne,9395.756097560976,385226,41,195013.0,7995533,2019Q4,2020Q1
22715,Mano Tema,5641.0,22564,4,205426.0,821704,2019Q3,2019Q3
22716,Mano a Mano,92299.0,369196,4,204933.0,819732,2016Q4,2016Q4
22717,Manoeuvres,192067.16666666666,3457209,18,198812.0,3578616,2017Q3,2017Q4
22718,Manon,42887.463768115944,2959235,69,217499.0,15007431,2015Q4,2016Q1
22719,Manos de Tijera,23629.909090909092,519858,22,252115.81818181818,5546548,2021Q4,2021Q4
22720,Manos de Tijeras,17626.14285714286,246766,14,227021.0,3178294,2021Q4,2021Q4
22721,Manos en Mi (feat. Tima Dee),4429.0,13287,3,208846.0,626538,2019Q4,2019Q4
22722,Mansion,80160.0,641280,8,166301.0,1330408,2020Q4,2020Q4
22723,Manstu (feat. JóiPé),9372.0,28116,3,222300.0,666900,2021Q3,2021Q3
22724,Manstu Ekki Eftir Mér? (Remix),8518.888,1064861,125,147692.0,18461500,2018Q4,2020Q3
22725,Mantan Terindah,61745.873873873876,6853792,111,210373.0,23351403,2016Q4,2016Q4
22726,Mantecado de Coco,127961.28571428571,3582916,28,249333.0,6981324,2019Q4,2019Q4
22727,Manteli,306081.6923076923,7958124,26,217028.0,5642728,2017Q4,2017Q4
22728,Mantieni il bacio,573900.0,1147800,2,217317.0,434634,2021Q1,2021Q1
22729,Mantissa,1855.6875,29691,16,198799.0,3180784,2017Q3,2017Q4
22730,Mantra,9198.88,459944,50,223317.68,11165884,2018Q4,2020Q3
22731,Mantra Cinta,405508.4117647059,34468215,85,219943.0,18695155,2021Q3,2020Q3
22732,Mantém,898529.619047619,37738244,42,195692.0,8219064,2019Q4,2020Q3
22733,Manu le coq,333504.44444444444,12006160,36,176200.0,6343200,2019Q3,2019Q4
22734,Manusia Bodoh,182531.00993377483,55124365,302,257927.0,77893954,2018Q4,2016Q4
22735,Manusia Kuat,327180.7619047619,20612388,63,184600.0,11629800,2021Q3,2021Q4
22736,Many,35759.07894736842,2717690,76,136602.0,10381752,2020Q4,2020Q3
22737,Many Men,639322.5666666667,76718708,120,200518.26666666666,24062192,2020Q4,2021Q1
22738,Many Times,14148.0,56592,4,197080.0,788320,2019Q4,2019Q4
22739,Manzara,98505.7027027027,3644711,37,236039.0,8733443,2018Q4,2018Q4
22740,Manzaralar,396277.84269662923,35268728,89,231862.0,20635718,2019Q3,2020Q3
22741,Manège,484633.1060606061,31985785,66,149869.0,9891354,2021Q3,2021Q4
22742,Manęs Nesužavėjai,5108.74,255437,50,204278.0,10213900,2019Q3,2019Q4
22743,Manęs Čia Nėra,10810.125,172962,16,151453.0,2423248,2019Q4,2019Q4
22744,Mapess,548708.3582089553,36763460,67,125320.0,8396440,2021Q4,2021Q4
22745,Mapessa (feat. Tiakola),371613.32089552237,49796185,134,168513.0,22580742,2021Q3,2021Q4
22746,Mapeye,18755.0,56265,3,302120.0,906360,2021Q4,2021Q4
22747,Maps,72636.72382978724,170696301,2350,189973.0,446436550,2015Q1,2016Q4
22748,Marabou (feat. Bubber & ADHD),87194.0,523164,6,138712.0,832272,2019Q4,2019Q4
22749,Marabout,102657.66666666667,1847838,18,227146.0,4088628,2015Q4,2016Q1
22750,Maracas,8236.0,49416,6,188917.0,1133502,2021Q4,2021Q4
22751,Maradj Így,14993.6,449808,30,268500.0,8055000,2019Q3,2019Q4
22752,Maradjatok Gyerekek,2960.0,38480,13,208965.0,2716545,2015Q1,2015Q3
22753,Maradok távol,31666.07722007722,8201514,259,180048.0,46632432,2018Q4,2020Q3
22754,Maradona,226582.33333333334,2718988,12,183481.0,2201772,2018Q3,2018Q3
22755,Maradona (feat. Josylvio),81441.66666666667,732975,9,210593.0,1895337,2016Q3,2016Q3
22756,Maradona (kesä ´86),35647.8125,1140730,32,227266.0,7272512,2015Q1,2015Q4
22757,Maradona (kesä ´86) [Vain elämää kausi 9],79617.5,636940,8,140474.0,1123792,2018Q4,2018Q4
22758,Maradona y Pelé,519919.1538461539,33794745,65,201985.0,13129025,2019Q3,2020Q1
22759,Marathon,210668.33333333334,3160025,15,190400.0,2856000,2017Q4,2017Q4
22760,Maraton,9735.0,29205,3,239948.0,719844,2018Q4,2018Q4
22761,Marauder,2768.0,11072,4,397322.0,1589288,2015Q1,2015Q1
22762,Marbella,274024.2117647059,46584116,170,180143.3411764706,30624368,2019Q4,2021Q4
22763,Marcamos las Normas (feat. Zannou),78971.0,947652,12,208533.0,2502396,2015Q4,2015Q4
22764,Marchand de sable Part. 4 (Du SAal),269615.96774193546,8358095,31,190413.0,5902803,2018Q4,2018Q4
22765,Marchand d’ivoire,268496.0,1610976,6,202960.0,1217760,2017Q4,2017Q4
22766,Marché noir,268125.0,804375,3,210973.0,632919,2021Q3,2021Q3
22767,Marco Polo,363563.6666666667,3272073,9,148226.0,1334034,2020Q1,2020Q1
22768,Marco de BIH,44915.818181818184,494074,11,200000.0,2200000,2020Q1,2020Q3
22769,Mardi gras,410578.8888888889,11085630,27,148293.0,4003911,2021Q4,2021Q4
22770,"Mardi à Casablanca (with Inkonnu, Jok'Air)",9397.5,225540,24,224610.0,5390640,2019Q3,2019Q4
22771,Mardy Bum,322268.3333333333,3867220,12,175440.0,2105280,2018Q3,2018Q3
22772,Mare caldo,555451.5,5554515,10,170882.0,1708820,2021Q4,2021Q4
22773,Marea,18262.0,164358,9,195790.0,1762110,2021Q4,2021Q4
22774,Marea (we’ve lost dancing),79076.75272727273,21746107,275,285375.0,78478125,2021Q3,2021Q4
22775,Marfoud,64042.0,1729134,27,203040.0,5482080,2021Q4,2021Q4
22776,Margarete,587161.0,2348644,4,225720.0,902880,2019Q3,2019Q3
22777,Margarita (con Marracash),836128.0609756098,68562501,82,177812.0,14580584,2019Q3,2020Q3
22778,Mari Bercerita,117279.5,1172795,10,301717.0,3017170,2017Q4,2017Q4
22779,Maria,126500.52124183007,77418319,612,197715.13071895426,121001660,2018Q4,2020Q3
22780,Maria (I Like It Loud),5492.0,21968,4,223906.0,895624,2019Q4,2019Q4
22781,Maria Maria,169544.87037037036,9155423,54,234096.61111111112,12641217,2016Q4,2016Q4
22782,Maria Salvador,168445.44871794872,13138745,78,223053.0,17398134,2015Q4,2016Q3
22783,Maria på veg - Acoustic / Bonus Track,77781.0,388905,5,261732.0,1308660,2017Q4,2017Q4
22784,Mariah - Remix,323484.6666666667,3881816,12,165868.0,1990416,2018Q3,2018Q3
22785,Mariajuana,185681.6,4642040,25,180813.0,4520325,2019Q3,2020Q3
22786,Marianela,20493.076923076922,532820,26,186723.0,4854798,2017Q4,2017Q4
22787,Marie,308722.5,73475955,238,204207.74789915967,48601444,2018Q4,2020Q3
22788,Marie - Master Mix,231602.0,1158010,5,235500.0,1177500,2017Q4,2017Q4
22789,Marie Antoinette,96750.0,387000,4,215515.0,862060,2019Q3,2019Q3
22790,Marie a Karolína,31227.0,124908,4,185946.0,743784,2021Q1,2021Q1
22791,Marihua,8937.0,35748,4,229015.0,916060,2018Q3,2018Q3
22792,Marijuana,131504.0,394512,3,204642.0,613926,2017Q4,2017Q4
22793,Marikit,455118.0568181818,40050389,88,263348.0,23174624,2020Q4,2020Q3
22794,Marilyn Monroe,189930.54166666666,9116666,48,176445.33333333334,8469376,2020Q4,2020Q3
22795,Marimota,2244.0,8976,4,186459.0,745836,2015Q4,2015Q4
22796,Marin Legend,18446.333333333332,55339,3,226220.0,678660,2020Q1,2020Q1
22797,Marina,234795.0,1173975,5,185573.0,927865,2019Q4,2019Q4
22798,Marinero,72861.70394736843,33224937,456,189133.0,86244648,2018Q4,2018Q4
22799,Mariners Apartment Complex,365740.47826086957,67296248,184,247150.0,45475600,2019Q3,2018Q4
22800,Mario,21510.375,1032498,48,188186.0,9032928,2020Q4,2021Q1
22801,Mario Kart,184482.1,1844821,10,168178.4,1681784,2021Q3,2020Q4
22802,Mario Neta,13038.0,104304,8,234786.0,1878288,2019Q3,2019Q4
22803,Mario Run,500724.85185185185,13519571,27,176385.0,4762395,2020Q4,2020Q3
22804,Mariola,11824.0,47296,4,182528.0,730112,2019Q3,2019Q3
22805,Mariposa,413786.2763157895,125791028,304,210062.44736842104,63858984,2020Q4,2016Q4
22806,Mariposa Traicionera,2758.0,22064,8,264599.0,2116792,2015Q4,2015Q4
22807,Mariposas,19047.666666666668,114286,6,141000.0,846000,2021Q1,2021Q1
22808,Mariskalaatio - Vain elämää kausi 11,131904.83333333334,3165716,24,175346.0,4208304,2020Q4,2020Q4
22809,Marjaawaan,612417.4333333333,36745046,60,225956.0,13557360,2021Q3,2021Q4
22810,Marjana,16206.0,32412,2,174985.0,349970,2021Q1,2021Q1
22811,Mark My Words,249814.6165803109,337499547,1351,134346.0,181501446,2015Q4,2016Q4
22812,Marlboro,69543.86538461539,3616281,52,243421.0,12657892,2021Q3,2021Q4
22813,Marlboro Rot,319768.4285714286,8953516,28,191000.0,5348000,2019Q3,2019Q4
22814,Marley,422571.5,3380572,8,194136.0,1553088,2019Q4,2019Q4
22815,Marlon Brando,303736.24074074073,16401757,54,210639.0,11374506,2021Q3,2021Q4
22816,Marmalade,190574.65789473685,14483674,76,220363.0,16747588,2021Q4,2021Q4
22817,Marmalade (feat. Lil Yachty),218573.42408376964,41747524,191,261614.0,49968274,2017Q3,2017Q4
22818,"Marmellata (feat. Rosa Chemical, Tony Effe & Radical)",398703.0,1196109,3,168000.0,504000,2021Q4,2021Q4
22819,Marmeláda,3844.0,15376,4,197250.0,789000,2015Q4,2015Q4
22820,Marmur,37606.882352941175,1917951,51,309997.0,15809847,2016Q4,2016Q4
22821,Marni On Me,1310169.0,10481352,8,133170.0,1065360,2020Q4,2020Q4
22822,Marocchino,296629.97826086957,13644979,46,133217.0,6127982,2021Q3,2021Q4
22823,Marokko,191511.9,3830238,20,168912.05,3378241,2017Q3,2017Q4
22824,Marou 3aliha Athnen Ya Yaba,16603.25,199239,12,180180.0,2162160,2021Q3,2021Q3
22825,Marroki,17360.05,347201,20,167999.0,3359980,2021Q3,2021Q4
22826,Marry Me,1213532.3,24270646,20,209367.6,4187352,2018Q4,2017Q3
22827,Marry You,24387.70588235294,414591,17,230192.0,3913264,2015Q1,2017Q4
22828,Marry Your Daughter,249227.25,3987636,16,226415.0,3622640,2020Q4,2020Q4
22829,Mars,460843.1956521739,42397574,92,209843.0,19305556,2020Q4,2020Q3
22830,Marseille :*,342156.0,1368624,4,184041.0,736164,2021Q1,2021Q1
22831,Marseille c'est... (feat. Jul),105850.33333333333,1270204,12,271200.0,3254400,2016Q4,2016Q4
22832,Marsh,370177.3333333333,19989576,54,200573.0,10830942,2020Q1,2020Q1
22833,Marsh Kücek,6205.428571428572,86876,14,219355.0,3070970,2020Q4,2020Q3
22834,Marsiin,47718.0,190872,4,190384.0,761536,2020Q4,2020Q4
22835,Marte (feat. Izi),704365.5,11269848,16,135615.0,2169840,2020Q4,2020Q4
22836,Martin & Gina,714532.8558951966,818140120,1145,132832.0,152092640,2021Q3,2020Q3
22837,Martin Eden,51124.8125,1635994,32,295212.0,9446784,2015Q3,2015Q4
22838,Martılar,558200.9166666666,46888877,84,157439.0,13224876,2021Q3,2021Q4
22839,Marvin Gaye (feat. Meghan Trainor),228469.81941992434,905882834,3965,190453.0,755146145,2015Q4,2016Q1
22840,Marvin Gaye (feat. Wale) - Remix,58463.621399176955,14206660,243,200106.0,48625758,2016Q4,2016Q4
22841,Mary,420566.2272727273,64767199,154,158282.0,24375428,2019Q3,2020Q1
22842,Mary Did You Know,50205.0,150615,3,206307.0,618921,2021Q4,2021Q4
22843,Mary Jane (Ilkay Şencan Remix),224287.35820895524,15027253,67,197560.0,13236520,2018Q4,2018Q4
22844,Mary Jane (Radio Edit),479560.5,53710776,112,180983.0,20270096,2018Q4,2018Q4
22845,Mary Jane's Last Dance,1324058.0,6620290,5,272133.0,1360665,2017Q4,2017Q4
22846,Mary Joe,3131.0,18786,6,220315.0,1321890,2015Q3,2015Q3
22847,Mary On A Cross,96092.0,768736,8,244804.0,1958432,2019Q3,2019Q3
22848,Mary Shelley Voice Note 1,49532.0,198128,4,37027.0,148108,2021Q4,2021Q4
22849,Mary Shelley Voice Note 3,43465.0,173860,4,42863.0,171452,2021Q4,2021Q4
22850,Mary's Boy Child,179689.0,539067,3,239333.0,717999,2020Q3,2020Q3
22851,Mary's Boy Child / Oh My Lord,276739.49166666664,265669912,960,241426.0,231768960,2018Q4,2016Q4
22852,Mary's Story,119873.6329113924,9470017,79,193890.0,15317310,2018Q4,2016Q4
22853,"Mary, Did You Know?",612806.9166666666,102951562,168,203424.42857142858,34175304,2018Q4,2016Q4
22854,Marylin M.,260886.5,5217730,20,120533.0,2410660,2018Q4,2018Q4
22855,Marzenia,165968.53125,5310993,32,219212.0,7014784,2020Q4,2020Q3
22856,María (útsett fyrir þrjá),5312.0,15936,3,155200.0,465600,2021Q3,2021Q3
22857,María Se Bebe Las Calles - Operación Triunfo 2018,188910.0,566730,3,142735.0,428205,2018Q4,2018Q4
22858,Marília Mendonça,1132457.0131578948,86066733,76,114061.0,8668636,2020Q4,2020Q3
22859,Mas Flow Que Tu,17205.0,51615,3,175617.0,526851,2018Q4,2018Q4
22860,Mas Macarena (feat. Los Del Rio),1904.0746268656717,127573,67,189053.0,12666551,2016Q4,2016Q4
22861,Mas Que Tu Amigo,36994.5,73989,2,252769.0,505538,2016Q1,2016Q1
22862,Masafaka,197134.29411764705,13405132,68,226777.0,15420836,2016Q4,2016Q4
22863,Masakali 2.0,208867.0,835468,4,172014.0,688056,2020Q4,2020Q4
22864,Mascara,99349.40123456791,16094603,162,293157.0,47491434,2019Q4,2020Q3
22865,Maschin,6084.738095238095,255559,42,207946.0,8733732,2015Q3,2015Q4
22866,Maschine,561985.4375,8991767,16,150388.0,2406208,2020Q1,2020Q1
22867,Maserati,130133.28571428571,5465598,42,182992.35714285713,7685679,2017Q3,2017Q4
22868,Mashup Rani Khalitha Lik Amana-quién Te Va A Querer,13535.5625,433138,32,175703.0,5622496,2020Q4,2021Q1
22869,Mashy,13353.142857142857,373888,28,183446.0,5136488,2020Q4,2020Q4
22870,"Masih Berharap - From ""Ayat Ayat Cinta 2""",66627.5,533020,8,203366.0,1626928,2017Q4,2017Q4
22871,Mask,10720.0,42880,4,148192.0,592768,2019Q3,2019Q3
22872,Mask Off,305433.453125,664623194,2176,204600.0,445209600,2018Q4,2017Q4
22873,Mask Off (feat. Kendrick Lamar) - Remix,160051.95454545456,3521143,22,257986.0,5675692,2017Q3,2017Q4
22874,Mask På,73400.4,2936016,40,167451.0,6698040,2019Q4,2020Q1
22875,Maskas,4474.0,22370,5,190781.0,953905,2017Q4,2017Q4
22876,Maski,110630.0,663780,6,102800.0,616800,2017Q4,2017Q4
22877,Masokisti,69846.0,419076,6,220018.0,1320108,2019Q4,2019Q4
22878,Masquerade,4219.0,12657,3,221309.0,663927,2019Q4,2019Q4
22879,Massa (feat. Mister V),317631.5,10164208,32,175160.0,5605120,2019Q3,2019Q4
22880,Massari,27311.391304347828,1256324,46,232479.0,10694034,2021Q4,2021Q4
22881,Masscasa,4246.071428571428,59445,14,128183.0,1794562,2015Q3,2015Q4
22882,Masse,15007.0,45021,3,215092.0,645276,2020Q1,2020Q1
22883,Masser Af Succes,109608.0,876864,8,213680.0,1709440,2018Q4,2018Q4
22884,"Mast Magan (From ""2 States"")",446835.48484848486,29491142,66,280161.0,18490626,2021Q3,2021Q4
22885,Master Class,31073.015151515152,2050819,66,213281.0,14076546,2021Q3,2021Q4
22886,Master Of Puppets,18596.0,148768,8,515386.0,4123088,2016Q4,2016Q4
22887,Master of Illusion,57455.666666666664,517101,9,248359.0,2235231,2021Q4,2021Q4
22888,"Master the Blaster (From ""Master"")",592203.5,2368814,4,92250.0,369000,2021Q1,2021Q1
22889,Masterchef,141986.26984126985,8945135,63,156809.0,9878967,2020Q4,2020Q3
22890,Masterpiece,201076.20754716982,10657039,53,208778.28301886792,11065249,2015Q1,2015Q3
22891,Masupa,20610.13888888889,741965,36,356814.0,12845304,2020Q4,2020Q3
22892,Masyado Pang Maaga,466692.28205128206,54602997,117,306204.0,35825868,2019Q4,2020Q3
22893,Mata,42724.505263157895,8117656,190,160603.0,30514570,2015Q4,2016Q4
22894,Mata Anata no Koto wo Kangaeteta,30545.5,305455,10,302117.0,3021170,2018Q4,2018Q4
22895,Mata Cobra,221000.0,884000,4,239711.0,958844,2016Q4,2016Q4
22896,Mata Ke Hati (Acoustic Version),196638.38505747126,34215079,174,204293.0,35546982,2018Q4,2017Q4
22897,Mata Le (feat. Jamaika),64751.142857142855,1813032,28,188800.0,5286400,2019Q3,2019Q4
22898,Mata Mi Dolor,1751.7307692307693,45545,26,175906.0,4573556,2015Q3,2015Q4
22899,Mata Montana,262740.0188679245,13925221,53,201546.0,10681938,2019Q4,2020Q1
22900,Mata-Mata Harimu,278011.3333333333,2502102,9,244443.0,2199987,2020Q3,2020Q3
22901,Mataawednash,19902.333333333332,298535,15,247714.0,3715710,2021Q4,2021Q4
22902,Matador,60374.58620689655,1750863,29,215862.0,6259998,2021Q4,2021Q4
22903,Matahari,5461.25,21845,4,210933.0,843732,2015Q1,2015Q1
22904,Matarse Solita,107962.0,863696,8,241200.0,1929600,2020Q4,2020Q4
22905,Matatan,382383.8065843621,92919265,243,159077.0,38655711,2021Q3,2021Q4
22906,Matemateāone,44375.0,133125,3,169373.0,508119,2021Q3,2021Q3
22907,Matemos las Ganas,65917.53846153847,6855424,104,182166.0,18945264,2018Q4,2018Q4
22908,Materialista (feat. Nicky Jam),30505.251396648044,10920880,358,190573.0,68225134,2015Q4,2016Q4
22909,Materialiste,4024.0,16096,4,219611.0,878444,2019Q3,2019Q3
22910,Matez3aleesh,4107.5,32860,8,275909.0,2207272,2019Q3,2019Q3
22911,Matfyzák na discu,23542.537037037036,1271297,54,239351.0,12924954,2019Q3,2020Q1
22912,Matgreesh,19994.565217391304,459875,23,204348.0,4700004,2021Q4,2021Q4
22913,Matia,18120.0,72480,4,225408.0,901632,2020Q4,2020Q4
22914,Matia Dihos Logiki,1671.5,13372,8,296226.0,2369808,2019Q3,2019Q3
22915,Matin,378040.3076923077,19658096,52,215880.0,11225760,2019Q3,2019Q4
22916,Matkalla,27541.0,110164,4,208106.0,832424,2015Q4,2015Q4
22917,Matkalla Plutoon,99305.0,198610,2,204240.0,408480,2020Q1,2020Q1
22918,Matkalla manalaan - Vain elämää kausi 11,116847.33333333333,1402168,12,250454.0,3005448,2020Q4,2020Q4
22919,Matkustaja,58627.84507042253,4162577,71,241320.0,17133720,2021Q3,2021Q4
22920,Matkustaja (feat. Aksel Kankaanranta),165307.52631578947,9422529,57,191905.0,10938585,2021Q3,2021Q4
22921,Mato (Vain elämää kausi 7),108511.23076923077,2821292,26,140853.0,3662178,2017Q4,2017Q4
22922,Matrioszki,229376.23529411765,11698188,51,170608.0,8701008,2021Q3,2021Q4
22923,Matrix,1144074.5454545454,12584820,11,158634.0,1744974,2019Q4,2020Q3
22924,Matrix (feat. Nayt),490661.0,3925288,8,175687.0,1405496,2020Q4,2020Q4
22925,Matrixé,460623.3125,14739946,32,136826.0,4378432,2020Q4,2021Q1
22926,Matt Hardy 999 (feat. Juice WRLD),1673795.642857143,46866278,28,188025.0,5264700,2021Q3,2021Q4
22927,Matta,180295.5,5769456,32,152000.0,4864000,2017Q3,2017Q4
22928,Matti & Teppo,215569.1791044776,14443135,67,151666.0,10161622,2017Q4,2017Q4
22929,"Mattoni (feat. Noyz Narcos, Shiva, Speranza, Guè, Achille Lauro, Geolier, Lazza, Ernia, Side Baby & Taxi B)",694673.5714285715,19450860,28,387264.0,10843392,2019Q3,2019Q4
22930,Mattsvart,138428.0,2768560,20,196526.0,3930520,2018Q3,2018Q4
22931,Matuidi Charo (PSG),126419.51807228915,10492820,83,262146.0,21758118,2015Q4,2016Q1
22932,Maturidade (feat. Matheus & Kauan),960407.2323232323,95080316,99,193525.0,19158975,2018Q4,2020Q1
22933,Matwasouneeesh,3604.0,28832,8,282000.0,2256000,2019Q3,2019Q3
22934,Matylda,193700.4358974359,7554317,39,313506.0,12226734,2018Q4,2018Q4
22935,"Matylda (na żywo, akustycznie)",128959.26666666666,1934389,15,326378.0,4895670,2019Q4,2019Q4
22936,Matéria de amor (Participação especial de Matheus & Kauan),487453.59574468085,22910319,47,177265.0,8331455,2018Q4,2018Q4
22937,Mató Mi Corazón,19614.0,58842,3,215781.0,647343,2021Q4,2021Q4
22938,Matēmatika,9323.5,93235,10,174250.0,1742500,2021Q4,2021Q4
22939,Mau,159337.0,1274696,8,267013.0,2136104,2018Q3,2018Q3
22940,Mauka,5928.0,5928,1,184000.0,184000,2020Q1,2020Q1
22941,Mauro Gyali,56062.67391304348,5157766,92,246761.0,22702012,2021Q3,2021Q4
22942,Maus Bocados,108444.17105263157,8241757,76,193680.0,14719680,2015Q1,2016Q1
22943,Mauton jasso,45137.569444444445,3249905,72,199160.0,14339520,2015Q4,2016Q1
22944,Mauvais,467937.58208955225,31351818,67,180242.55223880598,12076251,2018Q4,2015Q3
22945,Mauvais garçon,536086.5,4288692,8,264193.0,2113544,2021Q4,2020Q4
22946,Mauvais oeil !,412351.0,1237053,3,231720.0,695160,2021Q4,2021Q4
22947,Mauvais rêves,305727.5,3668730,12,235344.0,2824128,2021Q4,2021Q4
22948,Mauvaise graine,230201.66141732284,29235611,127,238053.0,30232731,2017Q4,2016Q4
22949,Mauvaise journée,222969.5,7135024,32,265173.0,8485536,2017Q4,2017Q4
22950,Mauvaises idées,70470.86666666667,1057063,15,141866.0,2127990,2015Q4,2016Q1
22951,Mavi Çocuklar,107171.0,428684,4,298258.0,1193032,2018Q4,2018Q4
22952,Mavra Elikoptera,15284.0,15284,1,220427.0,220427,2020Q1,2020Q1
22953,Mavro Delorean,18707.37037037037,505099,27,164732.0,4447764,2020Q4,2020Q3
22954,Mavro Range,13472.322033898305,2384601,177,192337.0,34043649,2019Q3,2020Q3
22955,Mawloud Sanat 80,18852.875,301646,16,214140.0,3426240,2020Q4,2021Q1
22956,Max Payne,471297.0,1885188,4,167000.0,668000,2021Q4,2021Q4
22957,Maximize,58733.0,234932,4,190106.0,760424,2016Q4,2016Q4
22958,May We All,535786.5,30004044,56,226173.0,12665688,2016Q4,2016Q4
22959,Maybach (feat. Bushido),340567.4262295082,20774613,61,174543.0,10647123,2018Q4,2018Q4
22960,Maybachemblem (Intro),273314.0,4099710,15,170466.0,2556990,2019Q4,2019Q4
22961,Maybe,76993.36111111111,2771761,36,171656.88888888888,6179648,2018Q4,2018Q4
22962,Maybe I Should Call,6885.0,6885,1,208973.0,208973,2015Q1,2015Q1
22963,Maybe I Will Learn,75663.19230769231,1967243,26,200066.0,5201716,2018Q4,2018Q4
22964,Maybe It's My First Time,137304.0,411912,3,213240.0,639720,2017Q3,2017Q3
22965,Maybe It's Time,45690.225433526015,7904409,173,159293.0,27557689,2018Q4,2018Q4
22966,Maybe It's the Way It Will Be,15781.0,126248,8,257229.0,2057832,2015Q4,2015Q4
22967,Maybe One Day,40298.333333333336,483580,12,197383.0,2368596,2018Q3,2018Q3
22968,Maybe The Night,610814.8192771084,202790520,332,217197.0,72109404,2018Q4,2020Q3
22969,"Maybe This Time - From ""Maybe This Time""",184737.216,46184304,250,255608.0,63902000,2018Q4,2016Q4
22970,Maybe if,13845.5,83073,6,209600.0,1257600,2021Q4,2021Q4
22971,Mayday,210883.76,15816282,75,204747.01333333334,15356026,2019Q3,2020Q1
22972,Mayday (feat. Ninho),418273.5164835165,38062890,91,209786.0,19090526,2019Q4,2020Q1
22973,Mayonaka no Door / Stay With Me,13946.0,55784,4,312293.0,1249172,2020Q4,2020Q4
22974,Mayor Que Yo,8739.359375,559319,64,198035.0,12674240,2017Q4,2017Q4
22975,Mayor Que Yo 3,61264.2228739003,62673300,1023,304746.0,311755158,2015Q4,2016Q4
22976,Mayores,482598.2472549817,1186709090,2459,202453.0,497831927,2018Q4,2017Q4
22977,Mayrig,370748.212962963,40040807,108,195419.0,21105252,2021Q3,2021Q4
22978,Mayweather (feat. Djuna Family) - Pilule rouge,56952.0,170856,3,288200.0,864600,2015Q3,2015Q3
22979,Mazais bundzinieks,7500.857142857143,52506,7,167880.0,1175160,2020Q4,2021Q4
22980,Mazalat,8900.583333333334,640842,72,219341.0,15792552,2020Q4,2020Q3
22981,Mazalni Kima Bakri,24142.59,2414259,100,224066.0,22406600,2021Q3,2020Q3
22982,Mazas y Catapultas,120997.0,362991,3,211160.0,633480,2016Q3,2016Q3
22983,Mazhai Kuruvi,41762.0,167048,4,348206.0,1392824,2018Q4,2018Q4
22984,Mazi Sou,3127.6666666666665,37532,12,212032.0,2544384,2019Q3,2018Q4
22985,Mazu brīdi pirms,7645.444444444444,68809,9,218209.0,1963881,2019Q4,2020Q4
22986,Mazzaleen,134779.4054054054,9973676,74,175848.0,13012752,2021Q4,2021Q4
22987,Mazzette,402922.0,12490582,31,152500.0,4727500,2021Q4,2021Q4
22988,Mazzzdassas,4287.642857142857,60027,14,98247.0,1375458,2015Q3,2015Q4
22989,Maçã Verde,1310007.6105263159,124450723,95,164307.0,15609165,2021Q3,2021Q4
22990,Maître Ruben,153927.9375,2462847,16,206014.0,3296224,2017Q3,2017Q4
22991,Mañana,237263.33333333334,2135370,9,201879.66666666666,1816917,2021Q4,2017Q4
22992,Mañana Es Too Late,485889.375,15548460,32,195226.0,6247232,2019Q3,2019Q4
22993,Mañana No Hay Clase (24/7),47425.36363636364,2608395,55,202080.0,11114400,2019Q4,2019Q4
22994,Mañana Te Olvido,3250.4,16252,5,180471.0,902355,2015Q4,2016Q1
22995,Małomiasteczkowy,240844.9714285714,42147870,175,203253.0,35569275,2018Q4,2020Q3
22996,Mały Gnój,259307.5,1555845,6,165590.0,993540,2021Q4,2021Q4
22997,Mały ale wariat,262316.25,2098530,8,181309.0,1450472,2021Q1,2021Q1
22998,Mbappe,169832.2,7642449,45,150016.0,6750720,2020Q4,2020Q3
22999,Mbappé /,443971.5,1775886,4,163979.0,655916,2021Q1,2021Q1
23000,Mbila (feat. Jozo),185282.0,1667538,9,144000.0,1296000,2017Q4,2017Q4
23001,Mbongo,152287.67741935485,4720918,31,262185.0,8127735,2016Q3,2016Q4
23002,Mc Drive (feat. Shiva),513151.6,23091822,45,188320.0,8474400,2019Q3,2019Q4
23003,McDonald Romance,102924.0,514620,5,165733.0,828665,2020Q1,2020Q1
